customer_id,age,gender,region,tenure_months,monthly_charges,total_spend,contract_type,payment_method,support_tickets,login_frequency,last_login_days,products_used,discount_usage,complaints,satisfaction_score,marketing_emails_opened,monthly_orders,avg_order_value,preferred_login_device,preferred_order_cat,churn
CP-12034,25,Female,Europe,2.0,79.92,165.74,Two Year,Electronic Check,2,12,5,1,Moderate,0,3,19,3,49.09,Tablet,Fashion,0
CP-12035,32,Male,North America,29.0,107.52,3236.02,Month-to-Month,Electronic Check,2,18,4,3,,0,3,22,5,15.87,Desktop,Electronics,0
CP-12036,44,Male,Europe,23.0,61.55,1526.64,Two Year,Credit Card,3,30,35,2,High,1,4,11,1,71.31,Mobile App,SaaS Subscriptions,0
CP-12037,63,Male,North America,5.0,88.23,460.9,Two Year,Credit Card,3,23,17,3,Moderate,0,4,10,5,25.16,Desktop,Fashion,0
CP-12038,67,Female,North America,7.0,124.49,846.4,One Year,Electronic Check,0,32,11,3,Low,0,3,27,2,41.34,Tablet,Fashion,0
CP-12039,69,Female,North America,30.0,36.78,1131.28,Two Year,Electronic Check,0,9,5,2,,0,4,4,4,47.01,Mobile App,Electronics,0
CP-12040,24,Male,North America,27.0,88.34,2378.97,Month-to-Month,Credit Card,1,15,44,1,Low,0,3,16,4,36.67,Mobile App,SaaS Subscriptions,0
CP-12041,20,Female,North America,31.0,61.81,1898.4,Two Year,Electronic Check,1,38,7,1,High,0,2,25,9,73.94,Desktop,Fashion,0
CP-12042,46,Female,Europe,8.0,51.65,411.54,One Year,Electronic Check,3,2,21,3,Moderate,0,3,4,2,30.63,Desktop,Electronics,0
CP-12043,61,Male,Europe,63.0,82.89,5556.76,Month-to-Month,Electronic Check,1,31,33,2,High,0,3,15,6,55.05,Mobile App,Grocery,0
CP-12044,70,Female,Europe,23.0,120.35,2697.2,Two Year,Credit Card,3,21,21,3,Moderate,0,5,18,3,36.25,Mobile App,SaaS Subscriptions,0
CP-12045,41,Female,North America,2.0,75.11,154.09,Two Year,Bank Transfer,2,14,17,1,Moderate,0,4,7,4,46.53,Mobile App,Grocery,0
CP-12046,20,Female,Latin America,12.0,57.81,746.17,One Year,Electronic Check,2,11,13,1,Moderate,0,3,29,3,47.3,Mobile App,Fashion,0
CP-12047,37,Male,Asia Pacific,20.0,49.52,963.68,Month-to-Month,Bank Transfer,1,35,7,2,,1,3,21,6,44.04,Mobile App,Electronics,0
CP-12048,63,Male,Middle East,4.0,81.67,337.01,One Year,Credit Card,3,18,3,2,,0,3,26,4,53.68,Mobile App,Electronics,0
CP-12049,32,Male,Europe,42.0,71.06,2812.06,Two Year,Bank Transfer,0,36,14,1,,1,3,17,2,49.26,Desktop,Electronics,0
CP-12050,42,Female,Asia Pacific,26.0,54.74,1504.74,Month-to-Month,Credit Card,2,16,19,1,Moderate,0,3,11,4,32.98,Desktop,Electronics,0
CP-12051,47,Female,North America,2.0,60.39,127.22,Two Year,Credit Card,4,35,3,2,Moderate,0,4,27,5,28.28,Desktop,Fashion,0
CP-12052,31,Male,Asia Pacific,44.0,87.01,3650.84,Two Year,Credit Card,2,32,18,1,,0,5,12,4,50.61,Mobile App,Grocery,0
CP-12053,24,Male,North America,10.0,61.66,577.01,Month-to-Month,Electronic Check,2,20,0,2,Low,1,3,3,3,38.69,Desktop,Electronics,0
CP-12054,34,Female,North America,11.0,66.47,687.51,Month-to-Month,Electronic Check,4,24,0,1,Low,1,1,20,1,53.38,Mobile App,Electronics,1
CP-12055,61,Female,Europe,28.0,69.35,2064.98,Month-to-Month,Credit Card,0,30,2,1,,1,1,10,5,67.64,Tablet,Grocery,0
CP-12056,37,Female,Europe,19.0,94.7,1794.66,One Year,Electronic Check,6,13,14,4,Moderate,0,4,24,4,23.26,Desktop,Fashion,0
CP-12057,53,Female,Europe,11.0,86.03,983.99,Month-to-Month,Electronic Check,3,12,3,1,Low,0,4,3,2,35.3,Desktop,SaaS Subscriptions,0
CP-12058,26,Female,North America,6.0,73.06,437.45,One Year,Credit Card,2,16,12,3,Low,0,2,7,7,40.56,Mobile App,Grocery,0
CP-12059,55,Male,Europe,14.0,87.98,1305.08,One Year,Credit Card,4,31,6,2,Low,0,1,20,4,50.27,Desktop,SaaS Subscriptions,0
CP-12060,65,Male,Latin America,16.0,81.47,1296.34,Month-to-Month,Electronic Check,2,33,2,3,Low,0,2,18,1,8.0,Desktop,Electronics,0
CP-12061,39,Male,Latin America,18.0,96.44,1837.99,Month-to-Month,UPI/Digital Wallet,5,24,12,3,Low,0,3,24,4,53.77,Mobile App,Home & Living,0
CP-12062,70,Female,Europe,17.0,35.51,581.49,Two Year,UPI/Digital Wallet,2,21,8,1,Moderate,1,4,19,5,29.56,Tablet,Grocery,0
CP-12063,70,Male,Europe,18.0,124.31,2081.35,Month-to-Month,Credit Card,2,5,6,3,Moderate,0,3,0,3,52.57,Desktop,SaaS Subscriptions,1
CP-12064,19,Female,North America,12.0,71.12,824.34,Month-to-Month,Credit Card,3,37,31,1,,1,4,2,5,24.16,Desktop,SaaS Subscriptions,1
CP-12065,41,Male,North America,15.0,64.99,993.06,One Year,Bank Transfer,1,15,17,1,Low,0,3,24,3,21.34,Mobile App,Electronics,0
CP-12066,25,Male,North America,7.0,66.69,493.95,One Year,Bank Transfer,2,17,0,2,High,0,1,26,2,58.81,Desktop,Grocery,0
CP-12067,28,Female,Europe,4.0,79.01,304.49,Month-to-Month,Credit Card,2,26,43,1,Moderate,0,3,27,4,39.05,Mobile App,SaaS Subscriptions,1
CP-12068,30,Male,Asia Pacific,17.0,52.75,836.23,One Year,Electronic Check,2,8,14,1,Low,1,3,27,7,24.83,Tablet,Grocery,0
CP-12069,34,Male,Europe,1.0,79.75,79.75,Month-to-Month,Bank Transfer,2,33,1,1,Low,1,4,24,4,62.1,Desktop,Grocery,0
CP-12070,25,Female,North America,2.0,80.88,172.9,Two Year,Credit Card,2,36,5,1,High,0,2,20,5,20.0,Desktop,Grocery,0
CP-12071,38,Male,Europe,6.0,110.02,653.18,Two Year,Bank Transfer,1,3,33,4,Low,1,4,14,3,42.38,Desktop,Home & Living,1
CP-12072,35,Female,North America,4.0,55.2,214.48,Month-to-Month,Electronic Check,5,37,4,1,Low,0,5,13,3,51.0,Mobile App,Home & Living,0
CP-12073,47,Female,Asia Pacific,9.0,124.81,1158.01,Two Year,Bank Transfer,1,10,6,2,,0,3,20,2,53.79,Mobile App,Grocery,0
CP-12074,35,Female,North America,9.0,62.95,559.03,Two Year,Bank Transfer,2,16,41,1,Moderate,0,3,10,3,56.95,Mobile App,Electronics,0
CP-12075,63,Female,Europe,3.0,57.41,177.71,Month-to-Month,UPI/Digital Wallet,2,34,10,1,Low,0,1,7,4,47.21,Mobile App,Electronics,0
CP-12076,64,Male,Asia Pacific,6.0,63.76,359.3,Month-to-Month,Credit Card,3,33,4,1,Moderate,0,1,5,5,53.0,Desktop,SaaS Subscriptions,0
CP-12077,48,Female,North America,1.0,80.21,80.21,One Year,Credit Card,4,11,54,1,,1,5,23,3,34.41,Desktop,Grocery,1
CP-12078,55,Male,North America,8.0,85.04,634.7,Month-to-Month,Electronic Check,1,26,5,4,Low,1,5,15,8,59.06,Mobile App,Electronics,0
CP-12079,49,Male,Europe,29.0,93.68,2802.54,Month-to-Month,Electronic Check,3,21,7,2,Low,1,5,3,5,39.89,Mobile App,Electronics,0
CP-12080,28,Male,North America,6.0,49.78,311.1,Month-to-Month,Electronic Check,3,31,4,2,Moderate,0,5,12,3,42.56,Desktop,SaaS Subscriptions,0
CP-12081,62,Male,Europe,19.0,32.61,584.06,Month-to-Month,Bank Transfer,4,23,7,1,,0,4,10,5,52.97,Tablet,Grocery,0
CP-12082,42,Female,Asia Pacific,2.0,86.43,160.79,Month-to-Month,Credit Card,2,22,11,4,Moderate,0,2,18,6,22.54,Mobile App,Fashion,1
CP-12083,50,Male,North America,1.0,83.7,83.7,One Year,Credit Card,1,22,25,1,Low,0,1,24,4,37.84,Desktop,Fashion,1
CP-12084,55,Female,Europe,13.0,86.38,1182.97,One Year,UPI/Digital Wallet,0,16,19,3,Low,0,3,25,5,17.09,Mobile App,Electronics,0
CP-12085,58,Male,Latin America,12.0,79.89,917.01,Month-to-Month,Electronic Check,3,17,7,2,Low,1,2,21,7,70.39,Mobile App,Home & Living,1
CP-12086,25,Male,Europe,4.0,49.03,198.5,One Year,Credit Card,1,27,7,1,,0,5,5,4,39.39,Tablet,SaaS Subscriptions,0
CP-12087,28,Female,Middle East,7.0,60.04,399.2,Two Year,Bank Transfer,3,3,11,2,Moderate,1,3,18,8,52.15,Desktop,Electronics,0
CP-12088,39,Male,North America,1.0,86.85,88.98,Two Year,Electronic Check,1,8,31,2,Low,1,5,3,7,49.6,Mobile App,Fashion,0
CP-12089,68,Female,Asia Pacific,29.0,78.56,2166.44,Two Year,Electronic Check,1,14,32,5,High,0,1,24,2,21.54,Mobile App,Electronics,0
CP-12090,41,Male,Asia Pacific,7.0,102.86,704.02,Month-to-Month,Electronic Check,3,39,23,5,High,0,2,19,9,50.72,Tablet,Fashion,1
CP-12091,58,Male,Latin America,5.0,97.09,502.82,Month-to-Month,UPI/Digital Wallet,5,37,2,1,High,0,2,3,2,53.55,Mobile App,Fashion,0
CP-12092,34,Male,North America,30.0,62.42,1915.81,Two Year,Bank Transfer,3,4,16,4,,0,4,12,3,46.18,Mobile App,Electronics,0
CP-12093,29,Female,North America,1.0,128.85,128.85,Two Year,Electronic Check,1,36,15,2,Moderate,0,2,8,5,61.91,Mobile App,Home & Living,0
CP-12094,63,Male,North America,7.0,40.72,278.3,One Year,Bank Transfer,3,34,0,3,High,1,3,0,3,22.56,Mobile App,Fashion,0
CP-12095,49,Male,Latin America,6.0,58.58,373.46,One Year,Electronic Check,2,24,48,1,Low,0,3,20,1,29.99,Mobile App,Grocery,0
CP-12096,32,Male,Europe,6.0,77.82,440.59,One Year,Electronic Check,4,23,20,3,Low,1,2,25,4,38.99,Desktop,Home & Living,1
CP-12097,33,Female,Latin America,1.0,43.42,43.42,Month-to-Month,UPI/Digital Wallet,4,19,30,3,Low,0,1,15,5,42.01,Desktop,Electronics,1
CP-12098,39,Female,North America,50.0,44.52,2224.89,Month-to-Month,Electronic Check,1,38,2,5,Moderate,1,3,21,5,58.8,Desktop,Fashion,0
CP-12099,45,Female,North America,36.0,29.52,1034.41,Month-to-Month,Bank Transfer,1,19,24,2,Low,1,3,28,3,53.71,Tablet,Fashion,0
CP-12100,37,Male,North America,10.0,93.16,985.63,One Year,UPI/Digital Wallet,0,26,2,1,,0,3,13,2,56.48,Desktop,Electronics,0
CP-12101,50,Female,Europe,11.0,18.0,182.45,One Year,Credit Card,3,30,0,1,Moderate,1,1,27,7,20.56,Mobile App,Fashion,0
CP-12102,27,Female,Asia Pacific,14.0,85.21,1257.86,Month-to-Month,UPI/Digital Wallet,4,9,5,1,,0,5,25,3,48.92,Mobile App,Grocery,0
CP-12103,57,Female,Europe,12.0,98.72,1136.41,Month-to-Month,Electronic Check,3,5,16,3,Moderate,0,4,14,2,56.73,Mobile App,Grocery,1
CP-12104,49,Female,Latin America,28.0,85.47,2207.52,Two Year,UPI/Digital Wallet,2,10,11,2,Moderate,0,3,8,4,44.9,Mobile App,Fashion,0
CP-12105,67,Female,North America,13.0,59.17,771.39,Month-to-Month,Electronic Check,2,7,9,1,Low,0,1,27,4,46.74,Mobile App,Electronics,1
CP-12106,50,Male,Asia Pacific,4.0,43.77,168.61,Two Year,Credit Card,2,6,2,1,Moderate,0,4,5,3,55.34,Tablet,Electronics,0
CP-12107,19,Female,Asia Pacific,3.0,115.72,344.18,One Year,UPI/Digital Wallet,1,5,7,2,Low,0,2,25,0,62.11,Mobile App,Electronics,1
CP-12108,50,Female,North America,46.0,84.65,3777.45,Month-to-Month,Credit Card,3,15,17,1,,0,3,17,4,30.87,Desktop,Electronics,0
CP-12109,50,Male,North America,1.0,39.02,39.02,Month-to-Month,Credit Card,2,26,5,2,,0,3,9,4,42.71,Desktop,Fashion,1
CP-12110,58,Male,Europe,42.0,57.14,2494.59,One Year,Electronic Check,2,22,10,1,,0,4,10,10,49.26,Mobile App,Fashion,0
CP-12111,30,Female,North America,22.0,104.25,2408.74,One Year,UPI/Digital Wallet,2,8,5,2,Moderate,1,3,26,3,38.04,Mobile App,SaaS Subscriptions,0
CP-12112,47,Male,Latin America,10.0,106.3,1102.45,Month-to-Month,Electronic Check,4,10,8,2,Low,1,2,20,3,65.23,Mobile App,Grocery,1
CP-12113,50,Female,Middle East,4.0,74.61,299.88,Month-to-Month,UPI/Digital Wallet,4,12,5,1,Moderate,0,1,3,5,36.72,Mobile App,SaaS Subscriptions,1
CP-12114,30,Male,Asia Pacific,7.0,115.8,827.19,Month-to-Month,UPI/Digital Wallet,2,30,24,2,High,1,2,25,4,32.24,Desktop,Grocery,1
CP-12115,69,Male,Asia Pacific,14.0,78.85,1187.77,One Year,Electronic Check,1,35,2,3,,0,3,26,3,67.34,Desktop,Fashion,0
CP-12116,43,Male,North America,20.0,56.54,1092.53,Month-to-Month,Bank Transfer,3,30,6,1,High,0,3,23,7,15.84,Mobile App,Grocery,0
CP-12117,39,Male,North America,22.0,38.25,786.41,One Year,Electronic Check,3,28,9,1,,0,3,4,3,45.18,Mobile App,SaaS Subscriptions,0
CP-12118,56,Male,Asia Pacific,11.0,126.73,1446.54,Two Year,Bank Transfer,2,21,1,5,Low,0,4,19,3,31.19,Desktop,Electronics,0
CP-12119,19,Male,Europe,9.0,22.93,200.77,Month-to-Month,Credit Card,1,17,8,1,Low,0,2,29,2,47.58,Mobile App,Electronics,1
CP-12120,55,Female,Asia Pacific,27.0,72.99,1921.25,Month-to-Month,Electronic Check,3,24,4,2,Low,0,2,0,3,48.98,Mobile App,Electronics,0
CP-12121,56,Other,Asia Pacific,47.0,123.34,6206.58,Month-to-Month,UPI/Digital Wallet,4,6,4,1,Low,0,1,9,5,56.02,Mobile App,SaaS Subscriptions,0
CP-12122,43,Male,Europe,45.0,70.38,3052.39,Month-to-Month,Bank Transfer,1,38,14,2,,0,1,13,10,60.08,Mobile App,Grocery,0
CP-12123,63,Female,North America,15.0,104.17,1443.48,Month-to-Month,Electronic Check,5,16,34,4,,1,5,19,5,56.12,Desktop,Fashion,1
CP-12124,67,Female,Asia Pacific,2.0,95.63,178.5,Month-to-Month,Credit Card,3,15,3,3,Low,1,2,15,3,22.37,Mobile App,Grocery,1
CP-12125,32,Female,Europe,2.0,87.03,181.98,Month-to-Month,Electronic Check,7,19,23,1,Low,0,4,17,4,42.22,Mobile App,Fashion,1
CP-12126,51,Female,Asia Pacific,10.0,78.18,822.55,Month-to-Month,Bank Transfer,2,19,14,4,High,0,2,19,3,41.86,Mobile App,Grocery,1
CP-12127,59,Male,Europe,24.0,64.7,1539.57,Month-to-Month,Credit Card,0,19,3,1,,0,4,12,2,42.24,Mobile App,Fashion,0
CP-12128,61,Male,North America,13.0,62.43,774.86,Two Year,Electronic Check,2,15,0,3,,0,4,17,6,42.46,Desktop,Home & Living,0
CP-12129,66,Male,North America,18.0,56.48,1057.99,Month-to-Month,Electronic Check,6,7,4,3,Low,0,1,3,2,30.93,Desktop,Electronics,1
CP-12130,57,Male,Asia Pacific,34.0,63.5,2037.71,Two Year,Bank Transfer,2,19,4,4,,0,3,9,5,48.8,Mobile App,Electronics,0
CP-12131,28,Female,Europe,1.0,78.97,78.97,Month-to-Month,Bank Transfer,0,16,15,2,Low,0,3,9,5,78.37,Desktop,Fashion,0
CP-12132,20,Male,Europe,47.0,54.78,2402.96,Month-to-Month,Electronic Check,2,5,0,2,High,1,2,26,3,62.76,Desktop,Home & Living,1
CP-12133,23,Female,Europe,8.0,80.88,603.09,One Year,Credit Card,5,17,1,4,Moderate,1,1,3,4,54.25,Tablet,SaaS Subscriptions,1
CP-12134,26,Female,Europe,1.0,69.88,69.88,Month-to-Month,Credit Card,2,12,20,2,Moderate,0,5,7,2,66.33,Mobile App,SaaS Subscriptions,1
CP-12135,23,Female,North America,33.0,133.92,4215.83,Two Year,Electronic Check,2,15,13,1,Low,0,4,7,6,34.08,Mobile App,Fashion,0
CP-12136,26,Female,Europe,49.0,125.29,5910.42,One Year,Credit Card,2,20,3,5,High,0,5,4,5,36.01,Desktop,Grocery,0
CP-12137,56,Male,North America,27.0,78.13,2121.64,Month-to-Month,Electronic Check,4,9,50,1,Low,1,2,27,2,54.73,Mobile App,Electronics,1
CP-12138,48,Female,Europe,30.0,30.84,917.75,Month-to-Month,Credit Card,0,20,33,1,Low,0,3,9,7,63.96,Mobile App,Fashion,0
CP-12139,49,Male,Europe,37.0,90.53,3232.66,Two Year,Electronic Check,3,36,5,1,,1,3,1,4,36.07,Mobile App,SaaS Subscriptions,0
CP-12140,58,Female,North America,14.0,112.98,1701.04,Two Year,Credit Card,4,23,10,3,Low,1,5,17,5,53.05,Desktop,Grocery,0
CP-12141,67,Female,Europe,21.0,20.77,411.37,Month-to-Month,Bank Transfer,5,1,10,1,Moderate,0,2,8,2,60.22,Mobile App,SaaS Subscriptions,0
CP-12142,29,Female,Europe,7.0,89.75,640.04,One Year,Credit Card,2,37,4,2,Moderate,1,3,25,6,60.27,Mobile App,Fashion,0
CP-12143,25,Male,North America,6.0,99.57,636.78,One Year,Credit Card,3,5,38,2,,0,2,2,9,40.82,Mobile App,Grocery,1
CP-12144,25,Female,Middle East,17.0,83.99,1321.6,Two Year,Bank Transfer,2,33,8,2,Low,0,2,1,0,32.55,Mobile App,SaaS Subscriptions,0
CP-12145,67,Male,North America,24.0,86.98,2133.61,Two Year,Electronic Check,1,12,0,1,High,0,2,11,4,35.82,Mobile App,Grocery,0
CP-12146,45,Male,Europe,10.0,63.57,671.33,Month-to-Month,Electronic Check,3,8,3,5,,1,5,18,5,49.51,Mobile App,SaaS Subscriptions,1
CP-12147,37,Female,North America,10.0,85.22,789.73,Two Year,UPI/Digital Wallet,2,25,52,1,Moderate,1,1,14,4,28.95,Mobile App,Electronics,1
CP-12148,64,Male,Asia Pacific,56.0,74.66,4324.9,Two Year,Bank Transfer,4,11,0,1,Moderate,0,4,15,6,20.07,Mobile App,Grocery,0
CP-12149,24,Other,Latin America,14.0,63.84,934.3,Month-to-Month,Credit Card,4,33,0,2,Moderate,1,1,20,3,54.43,Mobile App,Electronics,1
CP-12150,28,Male,Europe,72.0,68.4,4583.98,One Year,Electronic Check,1,14,8,4,Moderate,1,2,10,6,50.94,Mobile App,Fashion,0
CP-12151,37,Female,Asia Pacific,36.0,39.2,1309.22,Month-to-Month,Bank Transfer,2,37,2,1,Moderate,0,2,1,5,46.46,Tablet,Electronics,0
CP-12152,33,Male,North America,19.0,48.18,913.13,Month-to-Month,Electronic Check,1,27,20,2,Moderate,0,3,16,4,57.15,Desktop,Fashion,0
CP-12153,21,Female,North America,1.0,49.0,50.64,One Year,UPI/Digital Wallet,0,23,14,2,High,0,5,25,2,36.45,Desktop,Fashion,0
CP-12154,23,Female,North America,7.0,85.67,589.78,Month-to-Month,Credit Card,1,19,9,4,,1,4,2,2,33.61,Mobile App,Grocery,1
CP-12155,39,Female,North America,10.0,55.91,588.0,Two Year,Electronic Check,1,13,1,1,High,0,2,24,3,37.16,Mobile App,Electronics,0
CP-12156,43,Male,Europe,20.0,103.06,2169.63,Month-to-Month,Bank Transfer,2,5,0,5,Moderate,1,3,15,3,55.33,Desktop,SaaS Subscriptions,1
CP-12157,20,Female,Europe,10.0,70.88,670.24,One Year,Credit Card,1,27,11,1,,0,4,24,9,18.12,Mobile App,SaaS Subscriptions,0
CP-12158,58,Male,Europe,32.0,79.9,2381.29,Month-to-Month,Electronic Check,6,38,0,3,Low,1,2,9,5,45.09,Mobile App,SaaS Subscriptions,1
CP-12159,59,Male,Asia Pacific,20.0,74.41499999999999,1186.42,One Year,Credit Card,3,15,4,2,High,1,4,23,1,60.13,Mobile App,Electronics,0
CP-12160,31,Male,North America,8.0,88.11,670.41,Month-to-Month,UPI/Digital Wallet,3,12,3,1,Low,1,5,14,3,39.61,Tablet,Grocery,1
CP-12161,28,Female,North America,28.0,78.46,2302.62,Two Year,Electronic Check,5,11,1,2,Low,0,4,18,4,47.64,Mobile App,Fashion,0
CP-12162,35,Male,Europe,7.0,108.54,763.77,Two Year,Electronic Check,2,31,1,1,,1,3,27,5,63.98,Mobile App,Home & Living,0
CP-12163,29,Female,Europe,2.0,102.5,210.24,Month-to-Month,Bank Transfer,3,4,7,3,,1,3,22,1,28.19,Desktop,Fashion,1
CP-12164,40,Female,North America,4.0,40.26,167.69,Month-to-Month,Credit Card,1,18,3,1,Low,0,3,12,2,63.8,Tablet,Fashion,0
CP-12165,29,Male,North America,1.0,103.71,109.77,Month-to-Month,UPI/Digital Wallet,2,15,9,2,Low,0,1,0,3,47.4,Tablet,Fashion,1
CP-12166,30,Female,Europe,33.0,63.98,2136.72,One Year,Electronic Check,1,35,14,2,Moderate,0,2,4,2,48.6,Desktop,SaaS Subscriptions,0
CP-12167,42,Male,North America,18.0,69.54,1271.46,Month-to-Month,Credit Card,2,38,39,2,Low,0,2,3,1,32.0,Tablet,Grocery,1
CP-12168,62,Female,Latin America,16.0,116.2,1911.35,Month-to-Month,Electronic Check,3,4,20,1,Moderate,0,4,15,6,52.42,Mobile App,SaaS Subscriptions,1
CP-12169,68,Male,North America,20.0,75.29,1535.91,One Year,Bank Transfer,1,2,4,2,Moderate,0,2,11,10,46.44,Desktop,Electronics,0
CP-12170,36,Female,North America,20.0,67.66,1439.07,Month-to-Month,Electronic Check,0,39,0,1,,0,2,6,8,33.77,Mobile App,Electronics,0
CP-12171,63,Male,Europe,16.0,74.84,1630.4,Month-to-Month,Electronic Check,3,12,14,2,Moderate,0,2,18,3,30.5,Mobile App,Electronics,1
CP-12172,53,Male,Middle East,34.0,32.21,1058.41,Two Year,Credit Card,2,17,5,1,,0,3,1,2,42.39,Mobile App,Grocery,0
CP-12173,62,Male,Europe,11.0,86.6,880.59,Month-to-Month,Bank Transfer,3,31,7,1,Moderate,0,4,28,6,81.31,Desktop,Home & Living,0
CP-12174,25,Male,Europe,30.0,51.13,1624.52,Month-to-Month,Electronic Check,5,27,9,2,Low,0,3,20,3,58.53,Mobile App,Grocery,0
CP-12175,46,Male,North America,28.0,63.64,1780.27,One Year,Electronic Check,3,36,21,1,,0,3,13,3,62.97,Mobile App,Fashion,0
CP-12176,70,Male,Europe,5.0,86.36,454.43,Two Year,Electronic Check,1,22,1,1,Low,0,2,23,6,48.01,Mobile App,SaaS Subscriptions,0
CP-12177,49,Male,North America,11.0,74.41499999999999,262.91,One Year,Bank Transfer,2,32,13,1,Low,0,3,6,4,51.96,Tablet,Electronics,0
CP-12178,68,Female,Europe,33.0,125.31,3878.48,Month-to-Month,Bank Transfer,3,1,19,1,Moderate,0,4,2,4,63.34,Mobile App,Grocery,0
CP-12179,61,Female,Europe,32.0,90.05,2686.66,Two Year,Electronic Check,2,29,2,1,,0,2,4,4,63.98,Mobile App,Fashion,0
CP-12180,35,Female,North America,1.0,94.49,94.49,One Year,Electronic Check,0,5,12,1,High,0,4,26,2,25.91,Mobile App,SaaS Subscriptions,0
CP-12181,23,Female,North America,5.0,51.62,249.2,Month-to-Month,UPI/Digital Wallet,3,26,17,2,,1,3,16,2,68.23,Desktop,Fashion,1
CP-12182,35,Female,Asia Pacific,10.0,39.83,425.32,Month-to-Month,Credit Card,3,17,4,2,Low,0,1,8,2,37.81,Desktop,Fashion,0
CP-12183,36,Female,Europe,1.0,77.58,80.68,Month-to-Month,Electronic Check,3,28,3,1,,0,1,5,4,40.26,Mobile App,Grocery,1
CP-12184,39,Male,Asia Pacific,6.0,58.12,338.03,Month-to-Month,Electronic Check,1,35,27,2,,0,4,1,1,49.8,Mobile App,Electronics,0
CP-12185,54,Female,North America,6.0,63.32,371.24,One Year,Electronic Check,0,17,8,2,,0,2,22,3,16.7,Mobile App,Grocery,1
CP-12186,49,Male,Asia Pacific,5.0,112.31,568.49,Month-to-Month,Electronic Check,1,11,4,1,Low,0,5,12,8,45.42,Mobile App,Electronics,0
CP-12187,58,Female,North America,10.0,68.59,727.18,Month-to-Month,Bank Transfer,2,13,3,1,Moderate,1,1,2,1,34.71,Tablet,Electronics,1
CP-12188,20,Female,North America,31.0,88.62,2862.97,Month-to-Month,Credit Card,2,16,32,3,Moderate,0,4,29,6,53.15,Mobile App,Home & Living,0
CP-12189,45,Male,Asia Pacific,6.0,80.16,510.49,Month-to-Month,UPI/Digital Wallet,1,36,8,3,Low,0,5,14,7,38.06,Mobile App,SaaS Subscriptions,0
CP-12190,27,Female,Asia Pacific,16.0,116.75,1723.13,Month-to-Month,Electronic Check,0,13,24,4,,0,3,14,4,13.94,Tablet,Fashion,1
CP-12191,68,Male,North America,15.0,38.67,624.31,Two Year,Electronic Check,1,27,21,1,,0,2,1,6,21.41,Tablet,Fashion,0
CP-12192,52,Male,Asia Pacific,31.0,59.23,1760.87,Month-to-Month,Electronic Check,2,5,6,1,Low,0,4,22,5,78.53,Desktop,Fashion,0
CP-12193,46,Male,Asia Pacific,10.0,46.45,451.55,Two Year,Credit Card,1,31,35,4,High,0,1,8,6,54.41,Mobile App,Home & Living,0
CP-12194,32,Female,North America,5.0,129.48,662.41,Two Year,UPI/Digital Wallet,3,3,22,2,,0,3,7,4,28.46,Desktop,Fashion,0
CP-12195,50,Female,Latin America,40.0,18.0,756.8,One Year,UPI/Digital Wallet,1,38,37,1,,1,1,3,10,24.53,Mobile App,SaaS Subscriptions,0
CP-12196,24,Female,Europe,33.0,88.4,2843.05,Month-to-Month,Electronic Check,2,22,1,2,Moderate,0,3,6,3,47.94,Mobile App,Electronics,0
CP-12197,29,Male,Europe,18.0,90.84,1685.56,Month-to-Month,Bank Transfer,1,32,18,1,Low,1,2,4,5,51.54,Mobile App,Electronics,0
CP-12198,66,Female,Europe,2.0,80.32,171.55,Month-to-Month,Bank Transfer,2,2,9,4,,0,3,19,5,33.65,Mobile App,Grocery,1
CP-12199,47,Female,Europe,1.0,52.33,52.67,Month-to-Month,Electronic Check,1,6,9,1,Low,0,1,11,10,46.64,Mobile App,Grocery,1
CP-12200,38,Male,Asia Pacific,4.0,54.19,218.57,Month-to-Month,Electronic Check,3,13,18,1,Low,0,2,10,6,57.76,Desktop,SaaS Subscriptions,1
CP-12201,48,Female,North America,4.0,84.76,350.15,Month-to-Month,Electronic Check,3,38,3,3,Moderate,0,4,9,6,44.04,Mobile App,Home & Living,0
CP-12202,41,Male,North America,3.0,76.58,216.07,Month-to-Month,Electronic Check,4,17,11,4,Low,1,4,27,8,60.12,Mobile App,Electronics,1
CP-12203,37,Male,Latin America,6.0,50.5,313.31,Month-to-Month,Credit Card,4,24,17,1,Low,0,3,3,4,71.57,Mobile App,Fashion,0
CP-12204,54,Male,Asia Pacific,8.0,78.27,592.08,Month-to-Month,Credit Card,0,38,9,1,,0,3,28,3,42.59,Mobile App,Fashion,0
CP-12205,21,Female,Europe,26.0,84.95,2371.56,Month-to-Month,Electronic Check,1,14,4,3,Moderate,0,3,7,8,49.88,Mobile App,Electronics,0
CP-12206,45,Male,North America,23.0,89.72,1958.03,Month-to-Month,UPI/Digital Wallet,0,24,31,4,High,0,2,1,11,26.72,Mobile App,Fashion,1
CP-12207,61,Male,Asia Pacific,2.0,91.35,181.44,One Year,Credit Card,4,15,2,2,Low,0,2,10,4,38.27,Mobile App,Fashion,0
CP-12208,37,Male,North America,68.0,42.14,3000.57,Month-to-Month,Bank Transfer,1,6,1,1,,0,5,21,6,35.37,Tablet,Fashion,0
CP-12209,41,Male,Europe,26.0,65.19,1645.5,One Year,Credit Card,2,38,15,1,High,1,1,29,8,65.06,Mobile App,Grocery,0
